id,score,label
101,0.5830109715461731,2
102,0.8953909277915955,1
104,0.82036292552948,0
109,0.9231587648391724,0
113,0.5199933052062988,0
118,0.6945366263389587,0
119,0.5083669424057007,2
123,0.9940415024757385,1
124,0.8599334955215454,0
126,0.6009085774421692,1
133,0.8088159561157227,0
136,0.723577082157135,1
139,0.908001184463501,0
143,0.6869295835494995,1
144,0.6105972528457642,1
145,0.9847506284713745,0
146,0.8786770105361938,0
147,0.8978861570358276,0
150,0.9648323059082031,2
151,0.9578380584716797,0
160,0.9599083065986633,0
165,0.43917933106422424,2
170,0.9781451225280762,0
171,0.47490575909614563,1
174,0.971210777759552,0
175,0.7799742817878723,0
176,0.9343633055686951,0
177,0.9809461236000061,0
178,0.6186633110046387,0
182,0.5493513941764832,1
185,0.503648042678833,0
187,0.7559300661087036,1
194,0.6615419983863831,1
195,0.8374037146568298,0
198,0.9312688112258911,0
202,0.4267817437648773,1
205,0.9926920533180237,0
207,0.9660789966583252,0
211,0.5458444356918335,0
214,0.7643269896507263,1
223,0.902331531047821,0
224,0.7446721196174622,1
225,0.694091260433197,1
