id,score,label
101,0.46950799226760864,2
102,0.5717323422431946,1
104,0.5603305101394653,0
109,0.6721392273902893,0
113,0.43616941571235657,0
118,0.6209999918937683,0
119,0.5882623195648193,2
123,0.39337068796157837,1
124,0.558689534664154,0
126,0.8021855354309082,1
133,0.43420401215553284,0
136,0.41351547837257385,1
139,0.5167295932769775,0
143,0.6526198387145996,1
144,0.48883888125419617,1
145,0.3692879378795624,0
146,0.54942387342453,0
147,0.4254940450191498,0
150,0.44006791710853577,2
151,0.45942166447639465,0
160,0.5961888432502747,0
165,0.4818832278251648,2
170,0.7044425010681152,0
171,0.6277141571044922,1
174,0.6816012263298035,0
175,0.371224045753479,0
176,0.659734308719635,0
177,0.8309738039970398,0
178,0.5518606901168823,0
182,0.7301692366600037,1
185,0.6294535398483276,0
187,0.4077162742614746,1
194,0.37066999077796936,1
195,0.43294623494148254,0
198,0.7200573086738586,0
202,0.399355411529541,1
205,0.6647581458091736,0
207,0.7171705961227417,0
211,0.513583242893219,0
214,0.580821692943573,1
223,0.3986363410949707,0
224,0.5130342841148376,1
225,0.53789222240448,1
