id,score,label
101,0.6582571268081665,2
102,0.7327132821083069,1
104,0.9825420379638672,0
109,0.6655362844467163,0
113,0.9986949563026428,0
118,0.9984174966812134,0
119,0.9553301930427551,2
123,0.9983129501342773,1
124,0.5275087356567383,0
126,0.9565315842628479,1
133,0.9999915361404419,0
136,0.9378966093063354,1
139,0.7493409514427185,0
143,0.5651341080665588,1
144,0.9702845811843872,1
145,0.9999667406082153,0
146,0.6930581331253052,0
147,0.9999966621398926,0
150,0.9974675178527832,2
151,0.9958886504173279,0
160,0.9999816417694092,0
165,0.7078328132629395,2
170,0.9999998807907104,0
171,0.7707276344299316,1
174,0.9999752044677734,0
175,0.7524508237838745,0
176,0.9998515844345093,0
177,0.9999122619628906,0
178,0.999943733215332,0
182,0.6976215839385986,1
185,0.9992281198501587,0
187,0.919568657875061,1
194,0.9772102236747742,1
195,0.5106459259986877,0
198,0.9999986886978149,0
202,0.9717152714729309,1
205,0.9999842643737793,0
207,0.9999996423721313,0
211,0.9764416217803955,0
214,0.8333997130393982,1
223,0.9878121018409729,0
224,0.6467598080635071,1
225,0.5460442900657654,1
