id,score,label
101,-1.6371818780899048,0
102,-3.9486353397369385,0
104,-19.76824188232422,0
109,-11.342594146728516,0
113,-11.207505226135254,0
118,-18.40851593017578,0
119,-4.739539623260498,0
123,-1.6730575561523438,0
124,-17.323068618774414,0
126,-4.012452125549316,0
133,-8.118168830871582,0
136,-2.344196081161499,0
139,-14.59416675567627,0
143,-2.95361590385437,0
144,-4.004523277282715,0
145,-5.254064559936523,0
146,-12.777400970458984,0
147,-5.9896955490112305,0
150,-2.7846434116363525,0
151,-15.094508171081543,0
160,-6.290741443634033,0
165,-2.2282700538635254,0
170,-5.1897149085998535,0
171,-2.23521089553833,0
174,-6.3321051597595215,0
175,-16.12234115600586,0
176,-7.593841075897217,0
177,-9.013179779052734,0
178,-7.171951770782471,0
182,-2.023817539215088,0
185,-11.457145690917969,0
187,-4.9629106521606445,0
194,-1.6404190063476562,0
195,-11.094583511352539,0
198,-11.870820999145508,0
202,-2.3296120166778564,0
205,-10.922039985656738,0
207,-7.203522205352783,0
211,-2.6225085258483887,0
214,-2.372562885284424,0
223,-4.910156726837158,0
224,-1.4046165943145752,0
225,-4.372368812561035,0
111,-3.9922244548797607,1
116,-3.140772581100464,1
122,-5.546298027038574,1
135,-4.450486660003662,1
140,-2.19769549369812,1
149,-3.7912285327911377,1
161,-3.3128254413604736,1
167,-5.2801032066345215,1
168,-3.3953781127929688,1
169,-2.601703405380249,1
173,-1.9704416990280151,1
191,-4.591168403625488,1
196,-6.712817668914795,1
201,-14.743185997009277,1
206,-11.263421058654785,1
215,-11.52625560760498,1
216,-4.156300067901611,1
219,-3.1067373752593994,1
226,-1.576791763305664,1
